ID,Language_ID,Parameter_ID,Value,Source_Language_ID,Inventory_ID,OnlyInLoanwords,Result,NewDistinction,PhonemeComments
874,high1276,86E80A7DA80F7F58CA76F85BACA48F86,f,stan1288,289,yes,unknown,to be checked,(rarely in borrowed forms - not included into the sound inventory)
875,high1276,ECC959553F23387998DAF88D69D7736C,ɡ,stan1288,289,no,unknown,to be checked,(in lexicalized expressions and in Spanish borrowings)
876,high1276,1AD6D96C35E6ADA62F1EAF5B167F75F7,ɲ,stan1288,289,no,unknown,to be checked,"(in ideophones, in lexicalized expressions, and in Spanish borrowings)"
877,high1276,9E7CDEEE9F0DE43C10181AE483F62CBD,ʃ,stan1288,289,no,unknown,palato-alveolar,"(in ideophones, in lexicalized expressions, and in Spanish borrowings)"
878,high1276,FC7AAC2F2DD0F75DE6A9EC1F88A4ADB6,tʲ,stan1288,289,no,unknown,palato-alveolar,"(in ideophones, in lexicalized expressions, and in Spanish borrowings)"
879,high1276,106C7FE93D986D037407524D08F3599A,ts,stan1288,289,no,unknown,palato-alveolar,"(in ideophones, in lexicalized expressions, and in Spanish borrowings)"
880,high1276,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,stan1288,289,no,unknown,palato-alveolar,"(in ideophones, in lexicalized expressions, and in Spanish borrowings)"
881,sout2672,86E80A7DA80F7F58CA76F85BACA48F86,f,"stan1318,dari1249,nort2646",290,yes,unknown,to be checked,Arabic loans are mediated by Dari and Pushtu
882,sout2672,4AC7382217172B3821AE54CD38BD8698,q,"stan1318,dari1249,nort2646",290,yes,unknown,to be checked,Arabic loans are mediated by Dari and Pushtu
883,wich1264,5D1D7FB69E1A3C0C60001FBC0C19ED87,r,stan1288,291,yes,new phoneme,to be checked,(only attested in the loanword tractor > tractorwo)
884,basq1248,ECC959553F23387998DAF88D69D7736C,ɡ,"stan1288,basq1248",294,yes,phonologization of allophone,to be checked,(not deleted in intervocalic position in recent borrowings)
885,huam1247,1AD6D96C35E6ADA62F1EAF5B167F75F7,ɲ,stan1288,295,yes,unknown,to be checked,in loanwords
886,huam1247,0844E3AEAF1C8E3837465942B92FE4C5,ʔ,,295,no,new phoneme,to be checked,only attested in interjections and several Spanish loanwords
887,moks1248,F62AFB705D2A2D30BB41CF3FBE917891,x,russ1263,297,mostly,unknown,to be checked,Appears in onomatopoeia and in Russian loanwords
888,erzy1239,86E80A7DA80F7F58CA76F85BACA48F86,f,russ1263,298,mostly,unknown,to be checked,Appears in onomatopoeia and in Russian loanwords
889,erzy1239,F62AFB705D2A2D30BB41CF3FBE917891,x,russ1263,298,mostly,unknown,to be checked,Appears in onomatopoeia and in Russian loanwords
890,awac1239,199408E3D0668F10F475143F0E8CC0CB,e,stan1288,299,yes,other distributional change,to be checked,
891,tami1289,694212B746622E482E0E58D50036100E,b,,300,unknown,to be checked,to be checked,"(primarily from Indo-Aryan,  Perso-Arabic and English)"
892,tami1289,E6253384902D489FDB1FE487B7ED4AB2,d,,300,unknown,to be checked,to be checked,"(primarily from Indo-Aryan,  Perso-Arabic and English)"
893,tami1289,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,,300,no,other distributional change,to be checked,"(primarily from Indo-Aryan,  Perso-Arabic and English)"
894,tami1289,BE81A18FCCFFEDC9ACF3B18F14E766BD,ɖ,,300,unknown,to be checked,to be checked,"(primarily from Indo-Aryan,  Perso-Arabic and English)"
895,tami1289,86E80A7DA80F7F58CA76F85BACA48F86,f,,300,yes,new phoneme,no,
896,tami1289,ECC959553F23387998DAF88D69D7736C,ɡ,,300,unknown,to be checked,to be checked,"(primarily from Indo-Aryan,  Perso-Arabic and English)"
897,tami1289,1AD6D96C35E6ADA62F1EAF5B167F75F7,ɲ,,300,unknown,to be checked,to be checked,
898,tami1289,7FF174469DAC4E61520F4E1610B2F088,s,,300,no,unknown,to be checked,(unclear: see p. 111)
899,tami1289,E77FDA2EAABA78B3E55A968B2257CF26,z,,300,yes,new phoneme,no,
900,belh1239,15464A7A3C2D7A9B750F066632E00939,bʱ,"nepa1254,mait1250",301,yes,phonologization of allophone,no,
901,belh1239,ABF384858047DB0210A89F0502E90C82,dʱ,"nepa1254,mait1250",301,yes,phonologization of allophone,no,
902,belh1239,17B1CFA69C0C6AB5362FFDB585C0C7DC,dz,"nepa1254,mait1250",301,yes,new phoneme,no,
903,belh1239,CB610CAB6FE2220917C929580F1730E5,dzʱ,"nepa1254,mait1250",301,yes,phonologization of allophone,no,
904,belh1239,2834DBE208519761437F67022B9C4607,ɡʱ,"nepa1254,mait1250",301,yes,phonologization of allophone,no,
905,belh1239,18DCAF1C4880F45D5B402E7D776A91D0,ʌ,"nepa1254,mait1250",301,yes,new phoneme,no,
906,bond1245,198E3EBE25854A256D6C67EF286FA260,d̪,,302,yes,new phoneme,no,should probably find another source
907,czec1258,08F6CE9332919F91E699096D433AC8BB,oː,,303,yes,new phoneme,no,should probably find another source
908,chra1242,CFA86CE56605194A2F338BA3E3974EA3,ɓ,viet1252,304,mostly,new phoneme,implosive,"some clusters are also only in loanwords. related languages had implosives, so chrau probably did originally too, but then lost the contrast until it was reintroduced from vietnamese"
909,chra1242,192EEEA914E770D60BEC3F86DAED50AA,ɗ,viet1252,304,mostly,new phoneme,implosive,"some clusters are also only in loanwords. related languages had implosives, so chrau probably did originally too, but then lost the contrast until it was reintroduced from vietnamese"
910,chra1242,FCBA55E86872C51111DCF32346A02630,ɨə̯,viet1252,304,mostly,new phoneme,no,has to be checked
911,chra1242,1EA44801831867852FAEC38EA13B7174,uə̯,viet1252,304,mostly,new phoneme,no,has to be checked
912,stan1290,941ED37AAF5E9C4E1B40D85008C6B2D9,ŋ,stan1293,305,yes,new phoneme,no,
913,friu1240,17B1CFA69C0C6AB5362FFDB585C0C7DC,dz,"ital1282,vene1258",306,yes,new phoneme,no,
914,friu1240,106C7FE93D986D037407524D08F3599A,ts,"ital1282,lati1261,slov1268,stan1295",306,yes,new phoneme,no,
915,guja1253,B6D180EA250E6FBDE82C3D1F1BB4A39C,æ,stan1293,307,yes,new phoneme,no,
916,guja1253,86E80A7DA80F7F58CA76F85BACA48F86,f,,307,yes,new phoneme,no,
917,guja1253,1832D7834F81DD97E33C58D9F70EC5C6,ɣ,,307,yes,new phoneme,no,
918,guja1253,F62AFB705D2A2D30BB41CF3FBE917891,x,,307,yes,new phoneme,no,
919,mose1249,ECC959553F23387998DAF88D69D7736C,ɡ,stan1288,308,yes,new phoneme,no,full grammar needed
920,mose1249,03413638BD1DFC7AEF53192FEF71F017,l,stan1288,308,yes,new phoneme,lateral,full grammar needed
921,iron1242,8A61A9B6039DB852CE150BEC6198AFE5,ɛ,russ1263,309,yes,new phoneme,to be checked,
922,iron1242,3A3393BDCDC64FE0B39793147F9DBA7D,ɨ,russ1263,309,unknown,unknown,to be checked,
923,nort3142,2D6FB64B3CDC3549EF11DB98A66A9EAD,p,"west2369,nucl1301",310,yes,new phoneme,to be checked,European languages as source language too
924,ukaa1243,2060144B3E5025B6C6FAAEBAF9EC4038,bʷ,akpe1248,311,yes,new phoneme,to be checked,"only attested in one word, there are 4 dialects and it is unclear if they borrowed the sound at the earlier stage or later independently"
925,tuvi1240,86E80A7DA80F7F58CA76F85BACA48F86,f,russ1263,312,yes,new phoneme,no,
926,tuvi1240,106C7FE93D986D037407524D08F3599A,ts,russ1263,312,yes,new phoneme,no,
927,nene1249,5D1D7FB69E1A3C0C60001FBC0C19ED87,r,,313,unknown,to be checked,to be checked,
928,russ1263,86E80A7DA80F7F58CA76F85BACA48F86,f,,314,yes,phonologization of allophone,to be checked,"From sourceː ""Like /ɛ/, the close central unrounded vowel /ɨ/ was borrowed from Russian. Even in newly borrowed words native speakers pronounce it more like /ɪ/ and it is not clear that the two vowels are distinct."" (Hettich 2002ː7)"
929,russ1263,94AD2B51FB011E032DC3E695DB412F3D,fʲ,,314,yes,phonologization of allophone,to be checked,
930,moco1246,E9F92ED438311DEF47430F2DC3038C22,ɸ,stan1288,315,yes,new phoneme,to be checked,"/f/ in Spanish, adapted as /φ/ in Mocoví. The latter is only present in loanwords from Spanish."
931,moco1246,F62AFB705D2A2D30BB41CF3FBE917891,x,stan1288,315,yes,new phoneme,to be checked,
932,kute1248,E6253384902D489FDB1FE487B7ED4AB2,d,"juku1254,haus1257,stan1293",316,yes,new phoneme,no,
933,kute1248,ECC959553F23387998DAF88D69D7736C,ɡ,"juku1254,haus1257,stan1293",316,yes,new phoneme,no,
934,kute1248,E7FBD92350B3CA8B7B5D77E36A607068,h,"haus1257,stan1293",316,unknown,new phoneme,to be checked,/h/ is also found in several native words of the Lissam dialect
935,kute1248,03413638BD1DFC7AEF53192FEF71F017,l,,316,yes,new phoneme,lateral,
936,kute1248,033ACAA664F151FC56BC9595526BCFA4,v,"juku1254,haus1257,stan1293",316,yes,new phoneme,voicing in fricatives,/v/ occurs in the Lissam dialect as an allophone of /b/
937,kute1248,E77FDA2EAABA78B3E55A968B2257CF26,z,"juku1254,haus1257,stan1293",316,yes,new phoneme,voicing in fricatives,
938,halh1238,86E80A7DA80F7F58CA76F85BACA48F86,f,russ1263,317,yes,new phoneme,no,In the speech of people who know Russian well
939,halh1238,5A838FF4DABE1950734CFAFAB9383903,k,russ1263,317,yes,new phoneme,no,In the speech of people who know Russian well
940,halh1238,1F0C89A7E99CD5113AA994AD2CC86CBC,ɬ,tibe1272,317,yes,new phoneme,no,
941,halh1238,8AB7F55EAB4F34299B9887A4F4BCF42F,ɮ,,317,no,other distributional change,no,Word-initially only in loans
942,halh1238,FF6C523F2A5DD002B5514706570EEE96,ɮʲ,mand1415,317,no,other distributional change,no,Word-initially only in loans. Maybe other source languages as well
943,halh1238,6E065D8A2F199BCBC7CA7074EC4DE834,pʰ,,317,mostly,,no,
944,halh1238,3B4E2188086496B9803EA76F0ADDBC08,pʲʰ,,317,mostly,,no,
945,halh1238,FC7AAC2F2DD0F75DE6A9EC1F88A4ADB6,tʲ,mand1415,317,no,other distributional change,no,Word-initially only in loans. Maybe other source languages as well
946,halh1238,7B19DF4EAB2A03B16BE2C19165F2F68E,ʊa,mand1415,317,mostly,unknown,to be checked,diphthong
947,halh1238,E4C7E620DA806F79F518E0B318E1EFD3,ʊai,mand1415,317,mostly,unknown,to be checked,triphthong
948,halh1238,501394D0E2658752D9DA624E7DEBE14B,w,,317,no,other distributional change,no,Word-initially only in loans
949,caml1239,17B1CFA69C0C6AB5362FFDB585C0C7DC,dz,nepa1254,318,yes,new phoneme,to be checked,
950,caml1239,E71D05DAE9183616F7C76565B16DBA98,d̤z̤,nepa1254,318,mostly,other distributional change,to be checked,
951,caml1239,ECC959553F23387998DAF88D69D7736C,ɡ,nepa1254,318,mostly,other distributional change,to be checked,
952,caml1239,99BEFB40F8A6555031418CD050561EEE,ɡ̤,nepa1254,318,mostly,other distributional change,to be checked,
953,galo1242,7FF174469DAC4E61520F4E1610B2F088,s,assa1263,319,no,other distributional change,to be checked,
954,chop1243,D71DE3568C44D840C55E269C432DC0BE,d̤ɮ̤,,320,unknown,to be checked,to be checked,
955,chop1243,1F0C89A7E99CD5113AA994AD2CC86CBC,ɬ,,320,unknown,to be checked,to be checked,
956,chop1243,F61883B1DE401AAC8D05094B23586566,m̤,,320,unknown,to be checked,to be checked,
957,chop1243,DBF19273A36B35FFE4DF7AB307D39476,n̤,,320,unknown,to be checked,to be checked,
958,chop1243,0416671FD4F0C7F4013178EE9DBAA24F,ndl,,320,unknown,to be checked,to be checked,
959,chop1243,9FE3CB20DEE73F67382D753B13EBE3F5,n̤d̤ɮ̤,,320,unknown,to be checked,to be checked,
960,chop1243,9E7CDEEE9F0DE43C10181AE483F62CBD,ʃ,,320,unknown,to be checked,to be checked,
961,chop1243,923E169D84C70D89278B0FA651125EE1,tl,,320,unknown,to be checked,to be checked,
962,chop1243,AEDD189312FB757368CC6CA8C4CC7C8C,tlʱ,,320,unknown,to be checked,to be checked,
963,idom1241,03413638BD1DFC7AEF53192FEF71F017,l,haus1257,321,yes,new phoneme,lateral,Other source languages too
964,nucl1440,694212B746622E482E0E58D50036100E,b,,322,no,other distributional change,to be checked,"""Occurs very rarely in final positions in indigenous Masalit"""
965,nucl1440,86E80A7DA80F7F58CA76F85BACA48F86,f,,322,mostly,other distributional change,to be checked,"""/f/ is rare in indigenous Masalit lexemes. Occurs very rarely in final positions in indigenous Masalit"""
966,nucl1440,E7FBD92350B3CA8B7B5D77E36A607068,h,stan1318,322,mostly,other distributional change,to be checked,"""/h/ is rare in indigenous Masalit lexemes. Medial /h/ is very rare in indigenous Masalit lexemes. """
967,nucl1440,03413638BD1DFC7AEF53192FEF71F017,l,,322,no,other distributional change,to be checked,"""Occurs very rarely in final positions in indigenous Masalit"""
968,nucl1440,7FF174469DAC4E61520F4E1610B2F088,s,,322,no,other distributional change,to be checked,"""Occurs very rarely in final positions in indigenous Masalit"""
969,nucl1440,9F90F95459807624A486F03FE5A89978,t,,322,no,other distributional change,to be checked,"""Occurs very rarely in final positions in indigenous Masalit"""
970,nucl1440,F62AFB705D2A2D30BB41CF3FBE917891,x,stan1318,322,yes,new phoneme,to be checked,
971,nucl1440,E77FDA2EAABA78B3E55A968B2257CF26,z,stan1318,322,yes,new phoneme,to be checked,
972,nubi1253,C74BECEC6C9DBC95D2C92E893F72A8AD,ð,"stan1318,stan1293",323,unknown,unknown,to be checked,"""The consonants in parentheses in the chart have a marginal status and occur in Arabic and English loanwords, or as the result of phonological processes."""
973,nubi1253,C699D862DAE3202097065A59720E60BC,ħ,stan1318,323,unknown,unknown,to be checked,"""The consonants in parentheses in the chart have a marginal status and occur in Arabic and English loanwords, or as the result of phonological processes."""
974,nubi1253,E61654B85E72EDDB4ADA812B48BA9452,ɱ,"stan1318,stan1293",323,unknown,unknown,to be checked,"""The consonants in parentheses in the chart have a marginal status and occur in Arabic and English loanwords, or as the result of phonological processes."""
975,nubi1253,941ED37AAF5E9C4E1B40D85008C6B2D9,ŋ,"stan1318,stan1293",323,unknown,unknown,to be checked,"""The consonants in parentheses in the chart have a marginal status and occur in Arabic and English loanwords, or as the result of phonological processes."""
976,nubi1253,4AC7382217172B3821AE54CD38BD8698,q,stan1318,323,unknown,unknown,to be checked,"""The consonants in parentheses in the chart have a marginal status and occur in Arabic and English loanwords, or as the result of phonological processes."""
977,nubi1253,ECADEF8DC1141DC0002DA207736CC234,ɽ,"stan1318,stan1293",323,unknown,unknown,to be checked,"""The consonants in parentheses in the chart have a marginal status and occur in Arabic and English loanwords, or as the result of phonological processes."""
978,nubi1253,F62AFB705D2A2D30BB41CF3FBE917891,x,stan1318,323,unknown,unknown,to be checked,"""The consonants in parentheses in the chart have a marginal status and occur in Arabic and English loanwords, or as the result of phonological processes."""
979,nubi1253,0844E3AEAF1C8E3837465942B92FE4C5,ʔ,stan1318,323,unknown,unknown,to be checked,"""The consonants in parentheses in the chart have a marginal status and occur in Arabic and English loanwords, or as the result of phonological processes."""
980,nubi1253,7D184A6DCDA3EB154F9CB34651E02EEE,θ,"stan1318,stan1293",323,unknown,unknown,to be checked,"""The consonants in parentheses in the chart have a marginal status and occur in Arabic and English loanwords, or as the result of phonological processes."""
981,wage1238,1C7F2960BE4EDD840C01C94930F1D932,ʎ,,324,yes,new phoneme,to be checked,
982,midd1357,E6253384902D489FDB1FE487B7ED4AB2,d,,325,no,other distributional change,to be checked,one loanword in which there's intervocalic [d] and not [ɖ]
983,umbu1235,E12BC6D5BBF9272E866810A376DEEF52,ɛː,,326,yes,new phoneme,to be checked,There exists native short /ɛ/
984,badi1246,5AC0158A367D59E8C16A876321E578AB,o,,327,yes,unknown,to be checked,
985,gunw1252,CEB8A516242B5E336874AC64E81D655E,ɘ,"ngal1292,remb1249",328,mostly,unknown,to be checked,"""[The] phonemic realisation ranges across [ɨ], [ʉ] and [ɘ]"""
986,wand1263,2DA484FF3408444AF11E01960C9C893A,t̪,nung1290,329,mostly,new phoneme,to be checked,"Source lists it as d̪, though it is always fortis and voiceless. Source language: Nunggubuyu or another northern language"
987,madh1244,D9B28B2D674EBA4B03C38B36D77E563E,ə,,330,yes,new phoneme,to be checked,"Only in one lexical item: belidjmen [belɪtjmɘn] ""policeman"". (source doesn't say if borrowed directly from english)"
988,djam1255,199408E3D0668F10F475143F0E8CC0CB,e,,331,unknown,unknown,to be checked,
989,iwai1244,2DA484FF3408444AF11E01960C9C893A,t̪,maka1311,332,yes,new phoneme,dental,
990,anin1240,03413638BD1DFC7AEF53192FEF71F017,l,"gupa1247,maka1311,stan1293",333,no,other distributional change,to be checked,
991,anin1240,512D7E3344FCD21B1EE47971D72DB39A,ɭ,gupa1247,333,mostly,unknown,to be checked,Reconstructed for proto-Gunwinyguan but natively only in one lexical item (as pronounced by older speakers)
992,anin1240,9E7CDEEE9F0DE43C10181AE483F62CBD,ʃ,stan1293,333,yes,new phoneme,fricative,
993,anin1240,9F90F95459807624A486F03FE5A89978,t,"gupa1247,stan1293",333,mostly,other distributional change,to be checked,
994,murr1258,8AD5C612764E127E084477DD1C52B817,cç,"stan1293,krio1252",334,yes,new phoneme,to be checked,"In young men's speech, only in careful speech, from english /tʃ/"
995,murr1258,86E80A7DA80F7F58CA76F85BACA48F86,f,"stan1293,krio1252",334,yes,new phoneme,fricative,In young men's speech
996,murr1258,7FF174469DAC4E61520F4E1610B2F088,s,"stan1293,krio1252",334,yes,new phoneme,fricative,In young men's speech
997,murr1258,9E7CDEEE9F0DE43C10181AE483F62CBD,ʃ,"stan1293,krio1252",334,yes,new phoneme,fricative,In young men's speech
998,djin1253,2ED41B5E874292EB0C3BBC6F31DC6FCC,n̪,,335,yes,new phoneme,to be checked,
999,djin1253,5AC0158A367D59E8C16A876321E578AB,o,,335,yes,new phoneme,to be checked,
1000,djin1253,7FF174469DAC4E61520F4E1610B2F088,s,,335,yes,new phoneme,to be checked,
1001,djin1253,2DA484FF3408444AF11E01960C9C893A,t̪,,335,yes,new phoneme,to be checked,
1002,djin1253,033ACAA664F151FC56BC9595526BCFA4,v,,335,yes,new phoneme,to be checked,
1003,arab1267,5AC0158A367D59E8C16A876321E578AB,o,,336,yes,new phoneme,to be checked,
1004,umpi1239,199408E3D0668F10F475143F0E8CC0CB,e,,337,yes,new phoneme,to be checked,
1005,umpi1239,6DD56E3A80E90C3B1F5AC7AC45CE8180,eː,,337,yes,new phoneme,to be checked,
1006,umpi1239,5AC0158A367D59E8C16A876321E578AB,o,,337,yes,new phoneme,to be checked,
1007,gugu1254,86E80A7DA80F7F58CA76F85BACA48F86,f,,338,yes,new phoneme,to be checked,
1008,nyam1271,2ED41B5E874292EB0C3BBC6F31DC6FCC,n̪,,339,yes,new phoneme,to be checked,
1009,maun1240,033ACAA664F151FC56BC9595526BCFA4,v,,340,yes,new phoneme,to be checked,
1010,yala1262,D7A90868F42885077FD3F44A8440B3BB,iː,,342,yes,new phoneme,to be checked,
1011,yala1262,3A9677F59A8D4980D4DEADD51C55FF1C,uː,,342,yes,new phoneme,to be checked,
1012,kitj1240,7FF174469DAC4E61520F4E1610B2F088,s,,343,yes,new phoneme,to be checked,
1013,mart1256,86E80A7DA80F7F58CA76F85BACA48F86,f,,344,yes,new phoneme,to be checked,
1014,mart1256,5AC0158A367D59E8C16A876321E578AB,o,,344,yes,new phoneme,to be checked,
1015,yayg1236,6DD56E3A80E90C3B1F5AC7AC45CE8180,eː,,345,yes,new phoneme,to be checked,
1016,koyr1242,2D6FB64B3CDC3549EF11DB98A66A9EAD,p,stan1290,346,no,unknown,to be checked,Also in interjections. Maybe other source languages too
1017,koyr1242,9E7CDEEE9F0DE43C10181AE483F62CBD,ʃ,stan1318,346,no,unknown,to be checked,Maybe other source languages too
1018,koyr1242,DAC6AC8BCA2D24EFF188A7129D280801,ʒ,stan1318,346,no,unknown,to be checked,Maybe other source languages too
1019,koyr1242,0844E3AEAF1C8E3837465942B92FE4C5,ʔ,stan1318,346,no,new phoneme,to be checked,Maybe other source languages too
1020,heib1243,86E80A7DA80F7F58CA76F85BACA48F86,f,stan1318,347,yes,new phoneme,to be checked,Maybe other source languages too
1021,heib1243,E7FBD92350B3CA8B7B5D77E36A607068,h,stan1318,347,yes,new phoneme,to be checked,Maybe other source languages too
1022,heib1243,7FF174469DAC4E61520F4E1610B2F088,s,stan1318,347,yes,new phoneme,to be checked,Maybe other source languages too
1023,heib1243,033ACAA664F151FC56BC9595526BCFA4,v,stan1318,347,yes,new phoneme,to be checked,Maybe other source languages too
1024,heib1243,F62AFB705D2A2D30BB41CF3FBE917891,x,stan1318,347,yes,new phoneme,to be checked,Maybe other source languages too
1025,heib1243,E77FDA2EAABA78B3E55A968B2257CF26,z,stan1318,347,yes,new phoneme,to be checked,Maybe other source languages too
1026,uppe1455,1C7F2960BE4EDD840C01C94930F1D932,ʎ,port1283,348,no,new phoneme,voicing in fricatives,"Also in ""creolized words that are somehow realigned on the Poruguese etymon"""
1027,uppe1455,9E7CDEEE9F0DE43C10181AE483F62CBD,ʃ,port1283,348,no,new phoneme,voicing in fricatives,"Also in ""creolized words that are somehow realigned on the Poruguese etymon"""
1028,uppe1455,033ACAA664F151FC56BC9595526BCFA4,v,port1283,348,no,new phoneme,voicing in fricatives,"Also in ""creolized words that are somehow realigned on the Poruguese etymon"""
1029,uppe1455,E77FDA2EAABA78B3E55A968B2257CF26,z,port1283,348,no,new phoneme,voicing in fricatives,"Also in ""creolized words that are somehow realigned on the Poruguese etymon"""
1030,uppe1455,DAC6AC8BCA2D24EFF188A7129D280801,ʒ,port1283,348,no,new phoneme,voicing in fricatives,"Also in ""creolized words that are somehow realigned on the Poruguese etymon"""
1031,luch1239,C74BECEC6C9DBC95D2C92E893F72A8AD,ð,,349,yes,new phoneme,to be checked,
1032,luch1239,E8A9FEC9A1B502D54358B0FE53449BE1,n̠d̠ʒ,,349,no,unknown,to be checked,"significant increase in frequency
Also renders Portuguese /ʒ/"
1033,luch1239,9E7CDEEE9F0DE43C10181AE483F62CBD,ʃ,,349,yes,new phoneme,to be checked,
1034,luch1239,2DA484FF3408444AF11E01960C9C893A,t̪,,349,yes,new phoneme,to be checked,
1035,luch1239,DAC6AC8BCA2D24EFF188A7129D280801,ʒ,,349,yes,new phoneme,to be checked,
1036,luch1239,7D184A6DCDA3EB154F9CB34651E02EEE,θ,,349,yes,new phoneme,to be checked,
1037,lagw1237,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,"bagi1246,stan1318,ngam1268,west2454",351,mostly,new phoneme,affricate,
1038,lagw1237,9E7CDEEE9F0DE43C10181AE483F62CBD,ʃ,"cent2050,stan1318,stan1290",351,no,phonologization of allophone,to be checked,
1039,lagw1237,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,"cent2050,stan1318",351,yes,new phoneme,affricate,
1040,lagw1237,0844E3AEAF1C8E3837465942B92FE4C5,ʔ,"bagi1246,stan1318",351,no,phonologization of allophone,to be checked,
1041,kuwa1246,2D6FB64B3CDC3549EF11DB98A66A9EAD,p,stan1290,354,yes,new phoneme,to be checked,Other source languages too
1042,kuwa1246,9E7CDEEE9F0DE43C10181AE483F62CBD,ʃ,stan1290,354,yes,new phoneme,to be checked,Other source languages too
1043,kuwa1246,033ACAA664F151FC56BC9595526BCFA4,v,stan1290,354,yes,new phoneme,to be checked,Other source languages too
1044,kuwa1246,E77FDA2EAABA78B3E55A968B2257CF26,z,stan1290,354,yes,new phoneme,to be checked,Other source languages too
1045,kuwa1246,DAC6AC8BCA2D24EFF188A7129D280801,ʒ,stan1290,354,yes,new phoneme,to be checked,Other source languages too
1046,tach1250,657927591D7E6185B6BCE4C3AA68423F,l̪ˤ,stan1318,355,no,unknown,to be checked,
1047,tach1250,8119CBA9EE3F60EE9F9E41FCF4FD74C2,n̪ˤ,stan1290,355,yes,unknown,to be checked,"Only in one word: [mnːˁk] ‘miss!’ from French manquer.
The French vowel [ɑ] is associated with contexts of pharyngealization in Berber and therefore caused the [n] to be rendered as pharyngealized."
1048,tach1250,55F94F929CDB58CDE9BE8333787E3A31,ʕ,stan1318,355,no,unknown,to be checked,
1049,kolc1235,3BE9D8AA68FB8CA25C1D8EE2091DC6D0,kp,ewon1239,357,yes,new phoneme,labiovelar,
1050,kolc1235,8EB42EA410A32B30095194B613991F57,ŋmɡb,ewon1239,357,yes,new phoneme,labiovelar,
1051,kolc1235,FF3BCE6706554EB6F6578B7B9A4FE7FF,ŋmkp,"ewon1239,koon1245",357,yes,new phoneme,labiovelar,"Source languages: Ewondo, Bajue/Koonzime"
1052,kolc1235,2D6FB64B3CDC3549EF11DB98A66A9EAD,p,"dual1243,koon1245",357,yes,new phoneme,to be checked,mp does natively exist
1053,kolc1235,24E11ABCF1AD3B0C6D805A63C3D713A4,ua,ewon1239,357,yes,new phoneme,to be checked,"Appears also in mətúa, from French moteur.
There exists a native bisyllabic vocal sequence [u.a], but the borrowed one is monosyllabic"
1054,lega1249,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,swah1253,358,yes,new phoneme,affricate,
1055,lega1249,86E80A7DA80F7F58CA76F85BACA48F86,f,swah1253,358,yes,new phoneme,to be checked,
1056,lega1249,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,swah1253,358,yes,new phoneme,affricate,
1057,lega1249,033ACAA664F151FC56BC9595526BCFA4,v,swah1253,358,yes,new phoneme,to be checked,
1058,food1238,E7FBD92350B3CA8B7B5D77E36A607068,h,,359,yes,new phoneme,to be checked,
1059,food1238,5D1D7FB69E1A3C0C60001FBC0C19ED87,r,stan1318,359,yes,new phoneme,rhotic,
1060,food1238,033ACAA664F151FC56BC9595526BCFA4,v,stan1290,359,yes,new phoneme,to be checked,
1061,food1238,E77FDA2EAABA78B3E55A968B2257CF26,z,,359,yes,new phoneme,to be checked,
1062,mawa1270,86E80A7DA80F7F58CA76F85BACA48F86,f,stan1318,360,yes,new phoneme,labiodental,
1063,mawa1270,E7FBD92350B3CA8B7B5D77E36A607068,h,stan1318,360,yes,new phoneme,glottal,
1064,mawa1270,E77FDA2EAABA78B3E55A968B2257CF26,z,stan1318,360,mostly,other distributional change,to be checked,native [z] exists as a fusion of /s/ with a following nasal
1065,bagi1246,86E80A7DA80F7F58CA76F85BACA48F86,f,,361,yes,new phoneme,labiodental,
1066,bagi1246,E7FBD92350B3CA8B7B5D77E36A607068,h,,361,yes,new phoneme,to be checked,
1067,bagi1246,9E7CDEEE9F0DE43C10181AE483F62CBD,ʃ,,361,yes,new phoneme,palato-alveolar,
1068,bagi1246,E77FDA2EAABA78B3E55A968B2257CF26,z,,361,unknown,unknown,to be checked,"grammar lists it both as a loan sound and as a native one, there might be a mistake"
1069,arbo1245,6E065D8A2F199BCBC7CA7074EC4DE834,pʰ,,362,mostly,new phoneme,to be checked,
1070,arbo1245,D3867260AB7CFE5A579FD7E8ACD31024,t̪ʼ,,362,mostly,new phoneme,to be checked,
1071,abua1245,2D6FB64B3CDC3549EF11DB98A66A9EAD,p,tokp1240,364,yes,new phoneme,no,
1072,agut1237,86E80A7DA80F7F58CA76F85BACA48F86,f,stan1288,365,yes,new phoneme,labiodental,
1073,agut1237,E7FBD92350B3CA8B7B5D77E36A607068,h,stan1288,365,yes,new phoneme,no,
1074,akla1241,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,stan1293,366,yes,new phoneme,affricate,commonly appears as [dy].
1075,akla1241,199408E3D0668F10F475143F0E8CC0CB,e,"stan1288,stan1293",366,yes,new phoneme,mid vowels,has a lax allophone [ɛ].
1076,akla1241,86E80A7DA80F7F58CA76F85BACA48F86,f,stan1288,366,yes,new phoneme,labiodental,commonly appears as [p].
1077,akla1241,5AC0158A367D59E8C16A876321E578AB,o,"stan1288,stan1293",366,no,phonologization of allophone,mid vowels,allophone of native /u/. has a lax allophone [ɔ].
